,AverageTradePrice,BuyQuantity,Close,Exchange,ExchangeType,High,LastQuantity,LastTradeTime,LastTradedPrice,Low,NetChange,Open,OpenInterest,Scripcode,SellQuantity,TotalBuyQuantity,TotalSellQuantity,Volume,Name,FullName
144,939.97,27,947.5,N,C,953.45,100,/Date(1695637152000)/,932.95,931.05,-14.55,947.5,0,1672,0,27,0,49031,HGINFRA,H.G.INFRA ENGINEERING LTD
145,199.65,0,190.85,N,C,205.35,1,/Date(1695637675000)/,198.3,194.1,7.45000000000002,195.5,0,1675,93663,0,93663,9495218,ITI,ITI LTD
146,1426.86,13,1377.7,N,C,1453.5,1,/Date(1695637116000)/,1433.0,1377.3,55.3,1377.7,0,1726,0,13,0,230279,JBCHEPHARM,J B CHEMICALS AND PHARMA
147,444.62,0,451.6,N,C,452.7,10,/Date(1695637587000)/,442.1,441,-9.5,452.5,0,1805,40,0,40,41764,KABRAEXTRU,KABRA EXTRUSION TECHNIK L
148,1367.22,29,1335.85,N,C,1377.8,4,/Date(1695637776000)/,1375.3,1337.95,39.45,1337.95,0,1808,0,29,0,94863,KAJARIACER,KAJARIA CERAMICS LTD
149,629.48,0,623.5,N,C,634.05,1,/Date(1695636605000)/,630.05,623.3,6.54999999999995,623.5,0,1814,229,0,229,42154,KPIL,KALPATARU PROJECT INT LTD
150,113.88,0,115.15,N,C,116.3,200,/Date(1695636735000)/,113.2,112.8,-1.95,116.3,0,1841,0,0,0,255794,KCP,KCP LTD
151,620.74,0,613.5,N,C,625.95,9,/Date(1695637660000)/,623.45,611,9.95000000000005,611,0,1879,96,0,96,35853,CARYSIL,CARYSIL LIMITED
152,1706.34,29,1725.35,N,C,1740.4,1,/Date(1695637683000)/,1736.25,1677,10.9000000000001,1729.9,0,1901,0,29,0,1275373,CUMMINSIND,CUMMINS INDIA LTD
153,1777.37,9,1756.45,N,C,1789.3,1,/Date(1695637735000)/,1784.4,1756.8,27.95,1764,0,1922,0,9,0,2226567,KOTAKBANK,KOTAK MAHINDRA BANK LTD
154,2978.58,0,3079.8,N,C,3074.8,3,/Date(1695637484000)/,2944.4,2911.5,-135.4,3058.7,0,1949,1033,0,1033,108780,KSB,KSB LIMITED
155,2118.98,0,2065.9,N,C,2173.5,1,/Date(1695637760000)/,2157.05,2041.1,91.1500000000001,2080,0,1964,1411,0,1411,1841241,TRENT,TRENT LTD
156,14731.71,0,14862.1,N,C,14963.6,1,/Date(1695635997000)/,14694.3,14650,-167.800000000001,14940.3,0,1979,46,0,46,2809,LAXMIMACH,LAKSHMI MACHINES LTD
157,459.63,48,460.45,N,C,466.5,2,/Date(1695637618000)/,462.85,453.55,2.40000000000003,460.9,0,1997,0,48,0,2475370,LICHSGFIN,LIC HOUSING FINANCE LTD
158,2423.93,0,2408.1,N,C,2449,49,/Date(1695635998000)/,2422.8,2386.2,14.7000000000003,2425,0,2018,0,0,0,11904,LUMAXIND,LUMAX INDUSTRIES LTD
159,77.1,0,75.1,N,C,78.7,30,/Date(1695637795000)/,76.8,74.8,1.7,76.15,0,2029,42737,0,42737,85506777,IRFC,INDIAN RAILWAY FIN CORP L
160,1598.35,0,1607.15,N,C,1620,5,/Date(1695637793000)/,1589.45,1582.35,-17.7,1612.95,0,2031,848,0,848,3231962,M&M,MAHINDRA & MAHINDRA LTD
161,893.82,71,858.7,N,C,910.4,2,/Date(1695637642000)/,904.8,860.55,46.0999999999999,860.55,0,2043,0,71,0,1271511,RAMCOCEM,THE RAMCO CEMENTS LIMITED
162,1539.58,0,1549.15,N,C,1564,16,/Date(1695635990000)/,1538.55,1523.85,-10.6000000000001,1564,0,2048,0,0,0,33167,INDIGOPNTS,INDIGO PAINTS LIMITED
163,513.88,1000,518.3,N,C,520.6,200,/Date(1695636953000)/,510.45,508.75,-7.84999999999997,517.1,0,2049,0,1000,0,668029,CHENNPETRO,CHENNAI PETROLEUM CORP LT
164,836.0,0,834,N,C,843.35,1,/Date(1695637166000)/,839.45,827.95,5.45000000000005,836.3,0,2056,3,0,3,105699,HOMEFIRST,HOME FIRST FIN CO IND LTD
165,390.82,0,393.25,N,C,397.25,3,/Date(1695637108000)/,391.25,386.1,-2,393.25,0,2073,200,0,200,102038,VTL,VARDHMAN TEXTILES LIMITED
166,7843.1,91,7543.8,N,C,7999,5,/Date(1695636000000)/,7945.45,7560,401.65,7581.55,0,2085,0,91,0,45593,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD
167,582.5,0,579.55,N,C,592,1,/Date(1695637798000)/,578.2,575.1,-1.34999999999991,578,0,2088,926,0,926,207262,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD
168,523.51,115,519.2,N,C,529.05,1,/Date(1695637528000)/,526.3,517.3,7.09999999999991,520,0,2107,0,115,0,79878,STOVEKRAFT,STOVE KRAFT LIMITED
169,2415.5,0,2434.95,N,C,2471.25,12,/Date(1695635994000)/,2406.8,2401,-28.1499999999996,2434.95,0,2124,15,0,15,40095,MASTEK,MASTEK LTD
170,978.93,0,1004.35,N,C,1019.4,33,/Date(1695637417000)/,991.25,956,-13.1,1009.95,0,2144,68,0,68,1385842,BDL,BHARAT DYNAMICS LIMITED
171,19099.16,0,19119.25,N,C,19198.95,1,/Date(1695635999000)/,19105.55,19001.15,-13.7000000000007,19119,0,2181,11,0,11,6836,BOSCHLTD,BOSCH LIMITED
172,36.48,0,36.4,N,C,36.95,5,/Date(1695637429000)/,36.35,36.1,-0.0499999999999972,36.5,0,2259,2902,0,2902,1841468,MOREPENLAB,MOREPEN LAB. LTD
173,250.63,0,249.35,N,C,253.7,7,/Date(1695637790000)/,252.95,246.9,3.59999999999999,249.85,0,2263,3829,0,3829,11068085,BANDHANBNK,BANDHAN BANK LIMITED
174,108673.2,0,108655.05,N,C,109489.9,1,/Date(1695636671000)/,109360.2,107651,705.149999999994,108999.95,0,2277,10,0,10,6572,MRF,MRF LTD
175,93.84,0,94.45,N,C,95,10,/Date(1695637696000)/,93.1,92.4,-1.35000000000001,94.75,0,2283,6521,0,6521,2091835,MRPL,MRPL
176,581.05,0,579,N,C,590,1,/Date(1695636981000)/,582.45,575.15,3.45000000000005,590,0,2289,24,0,24,30587,HLEGLAS,HLE GLASCOAT LIMITED
177,32.29,0,29.45,N,C,33.55,500,/Date(1695637739000)/,31.2,30.5,1.75,31,0,2294,101708,0,101708,62877807,MTNL,MAHANAGAR TELEPHONE NIGAM
178,3842.65,6198,3870,N,C,3889.4,1,/Date(1695637514000)/,3855.0,3815,-15,3886.6,0,2303,0,6198,0,828794,HAL,HINDUSTAN AERONAUTICS LTD
179,178.57,25,177.2,N,C,181.4,58,/Date(1695635997000)/,178.95,176.15,1.75,177.75,0,2316,0,25,0,250002,HEIDELBERG,HEIDELBERGCEMENT (I) LTD
180,149.73,3338,150.3,N,C,152.2,102,/Date(1695637790000)/,148.85,148,-1.45000000000002,151.7,0,2319,0,3338,0,5645680,NCC,NCC LIMITED
181,153.82,0,154.65,N,C,155.3,9,/Date(1695637157000)/,154.1,152.5,-0.550000000000011,155.3,0,2385,396,0,396,124044,NAVNETEDUL,NAVNEET EDUCATION LTD
182,391.5,3,390.8,N,C,394,200,/Date(1695635950000)/,391.55,386.6,0.75,390.8,0,2397,0,3,0,71699,SANDHAR,SANDHAR TECHNOLOGIES LTD
183,1054.18,0,1045.15,N,C,1065.5,25,/Date(1695637794000)/,1064.0,1036.15,18.8499999999999,1047.15,0,2412,2,0,2,879454,PEL,PIRAMAL ENTERPRISES LTD
184,2317.28,0,2299.8,N,C,2368.1,5,/Date(1695635976000)/,2302.0,2280,2.19999999999982,2301,0,2421,0,0,0,2248,NILKAMAL,NILKAMAL LIMITED
185,225.25,0,221.2,N,C,228.7,21,/Date(1695637598000)/,228.0,217.5,6.80000000000001,221.2,0,2431,767,0,767,4731573,RAILTEL,RAILTEL CORP OF IND LTD
186,234.21,0,235.25,N,C,237.95,2,/Date(1695637149000)/,231.9,231.4,-3.34999999999999,234.7,0,2442,220,0,220,392737,NOCIL,NOCIL LIMITED
187,401.55,191,397.5,N,C,409.2,100,/Date(1695636972000)/,403.3,392.15,5.80000000000001,395,0,2463,0,191,0,690944,MIDHANI,MISHRA DHATU NIGAM LTD
188,185.86,31777,185.1,N,C,186.7,350,/Date(1695637781000)/,185.5,185.25,0.400000000000006,186,0,2475,0,31777,0,5540062,ONGC,OIL AND NATURAL GAS CORP.
189,613.73,131,613.45,N,C,617.45,14,/Date(1695636605000)/,616.1,608.15,2.64999999999998,611,0,2489,0,131,0,287611,ISEC,ICICI SECURITIES LIMITED
190,85.6,0,85.05,N,C,86.75,10,/Date(1695637687000)/,85.3,84.75,0.25,85.4,0,2493,6,0,6,211000,ORIENTHOT,ORIENT HOTELS LTD
191,17676.4,0,17677.7,N,C,17800,1,/Date(1695635976000)/,17562.8,17460.15,-114.900000000001,17704.85,0,2535,0,0,0,2414,PGHH,P&G HYGIENE & HEALTH CARE
192,249.33,0,250.9,N,C,252,48,/Date(1695635999000)/,249.7,248.05,-1.20000000000002,251.15,0,2562,0,0,0,57859,HUHTAMAKI,HUHTAMAKI INDIA LIMITED
193,113.53,11500,115.35,N,C,116.6,200,/Date(1695637416000)/,112.7,112.1,-2.64999999999999,115.95,0,2606,0,11500,0,5337760,LEMONTREE,LEMON TREE HOTELS LTD
194,367.97,12,372.25,N,C,374.4,13,/Date(1695636000000)/,366.95,365.6,-5.30000000000001,372.25,0,2614,0,12,0,24000,HERANBA,HERANBA INDUSTRIES LTD
195,3849.36,27,3857.95,N,C,3878.05,10,/Date(1695637186000)/,3838.4,3825,-19.5499999999997,3857.95,0,2643,0,27,0,6108,PFIZER,PFIZER LTD
196,161.89,991,162.8,N,C,164.25,200,/Date(1695637207000)/,160.9,160.55,-1.90000000000001,163,0,2649,0,991,0,1110099,PCBL,PCBL LIMITED
197,2495.38,2,2517.7,N,C,2519.8,17,/Date(1695637547000)/,2494.5,2477.55,-23.1999999999998,2517,0,2664,0,2,0,219117,PIDILITIND,PIDILITE INDUSTRIES LTD
198,1152.22,1,1150.35,N,C,1172.05,3,/Date(1695637251000)/,1147.6,1145,-2.75,1155,0,2687,0,1,0,54421,POLYPLEX,POLYPLEX CORPORATION LTD
199,582.03,0,568.8,N,C,592,2,/Date(1695637789000)/,588.75,563,19.95,564.6,0,2705,10,0,10,2083803,PRAJIND,PRAJ INDUSTRIES LTD
200,2420.34,0,2489.5,N,C,2499,11,/Date(1695637781000)/,2396.75,2390,-92.75,2498.8,0,2709,105,0,105,445749,MTARTECH,MTAR TECHNOLOGIES LIMITED
201,128.11,20,128,N,C,130.2,43,/Date(1695636938000)/,127.2,126.5,-0.799999999999997,128.25,0,2739,0,20,0,152928,PRSMJOHNSN,PRISM JOHNSON LIMITED
202,467.66,140,471.25,N,C,475.25,24,/Date(1695636869000)/,464.2,461,-7.05000000000001,472.4,0,2783,0,140,0,118473,JUBLINGREA,JUBILANT INGREVIA LIMITED
203,42.02,4479,42.75,N,C,43.05,72,/Date(1695637698000)/,41.8,41.55,-0.950000000000003,43,0,2792,0,4479,0,10430951,EASEMYTRIP,EASY TRIP PLANNERS LTD
204,215.73,12,217.95,N,C,218.95,88,/Date(1695637731000)/,214.95,214.5,-3,218,0,2816,0,12,0,567944,RALLIS,RALLIS INDIA LTD
205,286.69,0,287.35,N,C,290.7,105,/Date(1695637735000)/,285.0,284.2,-2.35000000000002,287.8,0,2841,1441,0,1441,300704,LXCHEM,LAXMI ORGANIC INDUS LTD
206,1182.25,2,1184.4,N,C,1198.35,1,/Date(1695637583000)/,1172.7,1167.5,-11.7,1180,0,2844,0,2,0,10653,RANEHOLDIN,RANE HOLDINGS LIMITED
207,4694.15,0,4764.35,N,C,4799.5,6,/Date(1695637537000)/,4673.25,4656.1,-91.1000000000004,4764.4,0,2854,19,0,19,13947,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD
208,1795.21,0,1838.05,N,C,1849,4,/Date(1695637783000)/,1785.3,1770.6,-52.75,1840,0,2859,472,0,472,307370,RAYMOND,RAYMOND LTD
209,128.36,3174,126.45,N,C,129.9,100,/Date(1695637773000)/,127.75,127.1,1.3,127.35,0,2866,0,3174,0,3186661,RCF,RASHTRIYA CHEMICALS & FER
210,86.83,170,85.3,N,C,88.8,50,/Date(1695637386000)/,86.7,84.85,1.40000000000001,86.4,0,2868,0,170,0,699046,HITECH,HI-TECH PIPES LIMITED
211,2343.51,0,2354.95,N,C,2360.7,5,/Date(1695637800000)/,2340.45,2335.1,-14.5,2350.4,0,2885,5316,0,5316,7127442,RELIANCE,RELIANCE INDUSTRIES LTD
212,81.15,633,80.2,N,C,81.8,88,/Date(1695637746000)/,81.3,80.25,1.09999999999999,80.25,0,2909,0,633,0,361462,RICOAUTO,RICO AUTO INDUSTRIES LTD
213,950.39,0,946.9,N,C,956.8,10,/Date(1695637527000)/,950.05,946,3.14999999999998,949.7,0,2912,97,0,97,152822,RIIL,RELIANCE INDUSTRIAL INFRA
214,93.12,183,93.2,N,C,93.95,32,/Date(1695637036000)/,93.1,92.35,-0.100000000000009,93.5,0,2963,0,183,0,11187855,SAIL,STEEL AUTHORITY OF INDIA
215,219.02,12,219.7,N,C,221,40,/Date(1695637684000)/,218.3,218,-1.39999999999998,219.9,0,2972,0,12,0,174504,ORIENTELEC,ORIENT ELECTRIC LIMITED
216,849.29,177,873.55,N,C,872.35,250,/Date(1695636829000)/,848.6,828,-24.9499999999999,845,0,2987,0,177,0,1018218,NAZARA,NAZARA TECHNOLOGIES LTD
217,681.6,4168,635.45,N,C,720,33,/Date(1695637392000)/,687.7,629.7,52.25,640,0,3002,0,4168,0,1429890,WONDERLA,WONDERLA HOLIDAYS LTD.
218,328.19,7,332,N,C,333.35,4,/Date(1695635995000)/,328.05,325.05,-3.94999999999999,328.6,0,3021,0,7,0,41208,SOTL,SAVITA OIL TECHNOLO. LTD
219,594.79,0,598.15,N,C,601.5,2,/Date(1695637773000)/,594.05,590.45,-4.10000000000002,601.5,0,3045,410,0,410,9712784,SBIN,STATE BANK OF INDIA
220,375.86,0,374.45,N,C,381.7,100,/Date(1695637762000)/,372.0,370,-2.44999999999999,372.4,0,3066,42,0,42,126573,SESHAPAPER,SESHASAYEE PAPER & BOARDS
221,462.69,185,461,N,C,470,5,/Date(1695637706000)/,462.1,460.55,1.10000000000002,466.05,0,3078,0,185,0,32396,SHANTIGEAR,SHANTHI GEARS LTD
222,25833.47,0,25939.7,N,C,26053.95,2,/Date(1695635990000)/,25856.45,25780.05,-83.25,25939.7,0,3103,0,0,0,25519,SHREECEM,SHREE CEMENT LIMITED
223,722.37,0,731.8,N,C,734.5,54,/Date(1695636684000)/,717.25,715,-14.55,721.5,0,3127,0,0,0,62532,BARBEQUE,BARBEQUE NATION HOSP. LTD
224,413.36,12,414.15,N,C,420.3,1,/Date(1695637583000)/,410.1,409,-4.04999999999995,414.95,0,3149,0,12,0,324969,BORORENEW,BOROSIL RENEWABLES LTD
225,3685.9,44,3689.05,N,C,3714.8,1,/Date(1695636637000)/,3694.6,3662,5.54999999999973,3710,0,3150,0,44,0,144144,SIEMENS,SIEMENS LTD
226,5091.94,2,5118.05,N,C,5169.45,3,/Date(1695637319000)/,5083.0,5065,-35.0500000000002,5150,0,3186,0,2,0,6039,SKFINDIA,SKF INDIA LTD
227,739.64,3065,740.6,N,C,768.4,10,/Date(1695637455000)/,759.95,715.9,19.35,742.95,0,3220,0,3065,0,1490197,LODHA,MACROTECH DEVELOPERS LTD
228,144.45,0,143.45,N,C,145.8,41,/Date(1695637582000)/,145.15,142.4,1.70000000000002,143.35,0,3237,1944,0,1944,152476,JTEKTINDIA,JTEKT INDIA LIMITED
229,76.91,0,73.15,N,C,78.4,200,/Date(1695637672000)/,76.2,73.5,3.05,73.6,0,3252,4297,0,4297,4198775,SPIC,SPIC LTD
230,2247.64,0,2264.55,N,C,2274.95,3,/Date(1695637767000)/,2238.4,2230.15,-26.1500000000001,2270,0,3273,77,0,77,597945,SRF,SRF LTD
231,476.86,0,474.4,N,C,479,2,/Date(1695637534000)/,476.85,470.7,2.45000000000005,476.8,0,3327,2650,0,2650,94818,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L
232,723.08,0,726,N,C,733.4,24,/Date(1695636727000)/,717.55,715,-8.45000000000005,726,0,3329,26,0,26,45277,ISGEC,ISGEC HEAVY ENG LTD
233,3120.42,0,2981.35,N,C,3233.5,1,/Date(1695637622000)/,3147.65,2969,166.3,3000,0,3339,8,0,8,440421,SUNDARMFIN,SUNDARAM FINANCE LTD
234,1223.17,0,1227.65,N,C,1233,20,/Date(1695635998000)/,1227.25,1211,-0.400000000000091,1233,0,3345,1,0,1,56096,SUNDRMFAST,SUNDRAM FASTENERS LTD
235,199.88,86,199.4,N,C,202,100,/Date(1695637156000)/,199.0,198.1,-0.400000000000006,200.9,0,3348,0,86,0,110169,SUNFLAG,SUNFLAG IRON AND STEEL CO
236,1126.52,0,1132.35,N,C,1136.8,3,/Date(1695637456000)/,1124.05,1121.65,-8.29999999999995,1126.2,0,3351,435,0,435,1009279,SUNPHARMA,SUN PHARMACEUTICAL IND L
237,4149.72,0,4107.45,N,C,4217.8,23,/Date(1695636953000)/,4190.6,4075,83.1500000000005,4107.1,0,3363,31,0,31,115250,SUPREMEIND,SUPREME INDUSTRIES LTD
238,972.08,0,970.7,N,C,996,25,/Date(1695636686000)/,978.3,957,7.59999999999991,962.1,0,3375,190,0,190,80259,SURYAROSNI,SURYA ROSHNI LTD
239,1174.95,4,1168.7,N,C,1182.95,3,/Date(1695635992000)/,1173.25,1164.15,4.54999999999995,1170,0,3387,0,4,0,9669,SMLISUZU,SML ISUZU LIMITED
240,1043.96,0,1035.8,N,C,1048.35,1,/Date(1695637661000)/,1045.3,1034,9.5,1042,0,3405,41,0,41,612625,TATACHEM,TATA CHEMICALS LTD
241,7256.3,3,7254.85,N,C,7290.25,1,/Date(1695637387000)/,7267.75,7220.7,12.8999999999996,7271.95,0,3411,0,3,0,45714,TATAELXSI,TATA ELXSI LIMITED
242,40532.03,0,40850,N,C,40885.95,1,/Date(1695636725000)/,40617.2,40310.25,-232.800000000003,40864,0,3417,1,0,1,1592,HONAUT,HONEYWELL AUTOMATION IND
243,949.63,0,947.3,N,C,957.95,1,/Date(1695637576000)/,949.1,940.4,1.80000000000007,948,0,3423,7,0,7,48301,TATAMETALI,TATA METALIKS LTD
244,256.76,16900,257.1,N,C,258.3,9,/Date(1695637789000)/,256.9,255,-0.200000000000045,258.2,0,3426,0,16900,0,5384845,TATAPOWER,TATA POWER CO LTD
245,892.27,4331,877.75,N,C,905.6,180,/Date(1695637758000)/,900.6,870.55,22.85,881.95,0,3432,0,4331,0,2700627,TATACONSUM,TATA CONSUMER PRODUCT LTD
246,620.6,687,620.45,N,C,625.2,10,/Date(1695637715000)/,618.7,617.9,-1.75,623.85,0,3456,0,687,0,6390681,TATAMOTORS,TATA MOTORS LIMITED
247,2954.4,0,2976.4,N,C,2982.35,1,/Date(1695635992000)/,2959.2,2922.15,-17.2000000000003,2971.4,0,3475,0,0,0,37549,THERMAX,THERMAX LTD
248,396.56,0,395.75,N,C,399.5,200,/Date(1695637792000)/,396.1,393.4,0.350000000000023,395.8,0,3493,33,0,33,271993,TINPLATE,THE TINPLATE CO. (I) LTD
249,216.03,41,218.7,N,C,220,1,/Date(1695637797000)/,214.55,213.9,-4.14999999999998,217.45,0,3496,0,41,0,216462,TIRUMALCHM,THIRUMALAI CHEMICALS LTD
250,127.28,0,126.75,N,C,128.3,4,/Date(1695637800000)/,127.4,126.1,0.650000000000006,127.3,0,3499,2384,0,2384,23466981,TATASTEEL,TATA STEEL LIMITED
251,3292.57,0,3274.5,N,C,3314.9,1,/Date(1695637659000)/,3283.95,3261.35,9.44999999999982,3274.5,0,3506,5,0,5,623515,TITAN,TITAN COMPANY LIMITED
252,61.2,267,61.18,N,C,61.68,25,/Date(1695635999000)/,60.95,60.82,-0.229999999999997,61.59,0,3507,0,267,0,674017,MAFANG,MIRAEAMC - MAFANG
253,1846.8,21,1850.4,N,C,1855.5,1,/Date(1695637136000)/,1847.15,1830,-3.25,1850,0,3518,0,21,0,284735,TORNTPHARM,TORRENT PHARMACEUTICALS L
254,784.47,0,778.5,N,C,793,12,/Date(1695636744000)/,786.2,778,7.70000000000005,783.45,0,3546,31,0,31,78222,TTKPRESTIG,TTK PRESTIGE LTD
255,417.72,12,417.35,N,C,421.7,93,/Date(1695637041000)/,414.4,410,-2.95000000000005,417.95,0,3579,0,12,0,18826,UNICHEMLAB,UNICHEM LABORATORIES LTD
256,423.75,0,429.25,N,C,433.95,4,/Date(1695637193000)/,422.85,420.1,-6.39999999999998,429.25,0,3637,1,0,1,105981,JUBLPHARMA,JUBILANT PHARMOVA LTD
257,353.57,52,350.3,N,C,356.05,100,/Date(1695636856000)/,352.6,351,2.30000000000001,354.3,0,3672,0,52,0,36910,SOLARA,SOLARA ACTIVE PHA SCI LTD
258,2228.44,0,2246.7,N,C,2263.7,2,/Date(1695637679000)/,2203.65,2195.05,-43.0499999999997,2250,0,3694,3,0,3,33932,VINDHYATEL,VINDHYA TELELINKS LTD
259,660.59,3605,660.5,N,C,671.9,20,/Date(1695637770000)/,654.9,651.1,-5.60000000000002,661.65,0,3703,0,3605,0,329979,VIPIND,VIP INDUSTRIES LTD
260,865.85,0,865.55,N,C,878.6,60,/Date(1695637501000)/,875.75,854.2,10.2,865,0,3718,312,0,312,1502890,VOLTAS,VOLTAS LTD
261,1864.88,79,1876,N,C,1886.15,10,/Date(1695637681000)/,1856.65,1852.5,-19.3499999999999,1880,0,3721,0,79,0,699248,TATACOMM,TATA COMMUNICATIONS LTD
262,3559.9,0,3557.9,N,C,3575.7,8,/Date(1695635978000)/,3558.45,3515,0.549999999999727,3575.65,0,3724,0,0,0,1678,VSTIND,VST INDUSTRIES LTD
263,4940.77,1,4915.3,N,C,4963.85,6,/Date(1695635999000)/,4937.75,4905,22.4499999999998,4928,0,3744,0,1,0,11265,FINEORG,FINE ORGANIC IND. LTD.
264,1963.14,33,1972.85,N,C,1983.3,2,/Date(1695636763000)/,1956.5,1949.1,-16.3499999999999,1975,0,3757,0,33,0,12784,VENKEYS,VENKY S (INDIA) LIMITED
265,494.68,518,489.85,N,C,502.95,5,/Date(1695637739000)/,492.85,487.35,3,492.3,0,3761,0,518,0,847036,RITES,RITES LIMITED
266,415.19,0,418.5,N,C,419.75,5,/Date(1695637800000)/,414.1,412,-4.39999999999998,418.5,0,3787,6,0,6,4650566,WIPRO,WIPRO LTD
267,704.08,0,682,N,C,713.9,1,/Date(1695637429000)/,702.1,680.4,20.1,685.85,0,3799,1390,0,1390,672176,WSTCSTPAPR,WEST COAST PAPER MILLS LT
268,265.77,0,265.5,N,C,270,10,/Date(1695637754000)/,262.65,261.5,-2.85000000000002,266.45,0,3812,13217,0,13217,6572902,ZEEL,ZEE ENTERTAINMENT ENT LTD
269,493.99,2288,482.45,N,C,504.9,19,/Date(1695637398000)/,491.5,479,9.05000000000001,479,0,3857,0,2288,0,714534,VARROC,VARROC ENGINEERING LTD.
270,691.04,0,695.45,N,C,702.45,3,/Date(1695635971000)/,690.95,682.05,-4.5,702.4,0,3880,0,0,0,26137,SOMANYCERA,SOMANY CERAMICS LIMITED
271,1178.22,0,1180.3,N,C,1186.25,5,/Date(1695635997000)/,1178.2,1171.05,-2.09999999999991,1186.25,0,3892,87,0,87,10572,HATSUN,HATSUN AGRO PRODUCT LTD.
272,998.54,0,999.8,N,C,1014.7,5,/Date(1695637446000)/,997.85,991,-1.94999999999993,999.7,0,3906,74,0,74,49543,CAPLIPOINT,CAPLIN POINT LAB LTD.
273,850.39,713,849.15,N,C,855.25,100,/Date(1695637023000)/,848.5,842.05,-0.649999999999977,850,0,3918,0,713,0,191384,NATCOPHARM,NATCO PHARMA LTD.
274,264.81,0,259.9,N,C,267.7,45,/Date(1695637622000)/,264.15,258.4,4.25,261,0,3980,55,0,55,322668,TNPL,TAMILNADU NEWSPRT & PAPER
275,168.34,275,165.55,N,C,169.95,50,/Date(1695635995000)/,168.75,166.8,3.19999999999999,167.85,0,3987,0,275,0,284411,GREENPLY,GREENPLY INDUSTRIES LTD
276,445.33,5315,443.65,N,C,451.2,2,/Date(1695637271000)/,441.95,439.9,-1.69999999999999,447,0,4014,0,5315,0,555355,NAVA,NAVA LIMITED
277,578.12,0,573.9,N,C,580,5,/Date(1695637793000)/,578.8,571.3,4.89999999999998,573.1,0,4067,96,0,96,1047109,MARICO,MARICO LIMITED
278,365.48,0,362.2,N,C,371.9,5,/Date(1695637379000)/,367.4,356.8,5.19999999999999,365,0,4172,2181,0,2181,112214,TCNSBRANDS,TCNS CLOTHING CO. LIMITED
279,96.63,2315,96.15,N,C,97.4,100,/Date(1695637256000)/,96.8,95.55,0.649999999999991,96.5,0,4204,0,2315,0,4857444,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD
280,2673.04,0,2656.9,N,C,2703,45,/Date(1695637347000)/,2671.1,2647.05,14.1999999999998,2656.9,0,4244,73,0,73,305354,HDFCAMC,HDFC AMC LIMITED
281,1909.94,0,1890.95,N,C,1959.35,3,/Date(1695637275000)/,1945.55,1860.65,54.5999999999999,1890.95,0,4306,841,0,841,2065421,SHRIRAMFIN,SHRIRAM FINANCE LIMITED
282,529.98,27,534.8,N,C,539.05,9,/Date(1695637107000)/,528.0,526,-6.79999999999995,535.1,0,4391,0,27,0,52270,GULFOILLUB,GULF OIL LUB. IND. LTD.
283,1282.6,0,1291.7,N,C,1305,1,/Date(1695637173000)/,1289.0,1275,-2.70000000000005,1290.1,0,4421,2114,0,2114,281553,CREDITACC,CREDITACCESS GRAMEEN LTD
284,554.69,762,552.35,N,C,560.95,41,/Date(1695637781000)/,551.4,550,-0.950000000000045,555.8,0,4481,0,762,0,153531,AARTIDRUGS,AARTI DRUGS LTD.
285,2362.88,5,2388.15,N,C,2403.65,10,/Date(1695637766000)/,2347.7,2345,-40.4500000000003,2388.15,0,4487,0,5,0,30498,ALKYLAMINE,ALKYL AMINES CHEM. LTD
286,1224.74,0,1224.75,N,C,1233.55,5,/Date(1695636000000)/,1219.8,1212.3,-4.95000000000005,1231.95,0,4491,0,0,0,11905,JCHAC,JOHNSON CONTROLS HITACHI
287,2494.98,0,2486,N,C,2520,70,/Date(1695637351000)/,2493.4,2473.3,7.40000000000009,2480,0,4503,13,0,13,565639,MPHASIS,MPHASIS LIMITED
288,4232.95,0,4229.25,N,C,4373.95,80,/Date(1695636995000)/,4112.95,3999.8,-116.3,4283.5,0,4525,375,0,375,25266,DYNAMATECH,DYNAMATIC TECHNOLOGIES
289,46.66,5,46.79,N,C,48.2,1,/Date(1695635982000)/,46.7,45.8,-0.0899999999999963,48.2,0,4529,0,5,0,48624,ICICINXT50,ICICIPRAMC - ICICINXT50
290,232.21,54,234.5,N,C,235.9,10,/Date(1695636976000)/,233.9,229.3,-0.599999999999994,235.8,0,4598,0,54,0,210662,HERITGFOOD,HERITAGE FOODS LTD
291,535.1,0,538.1,N,C,545,71,/Date(1695637584000)/,534.6,530,-3.5,539.6,0,4656,0,0,0,77451,SBCL,SHIVALIK BIMETAL CON. LTD
292,217.07,118,215.35,N,C,219.45,482,/Date(1695637781000)/,217.4,214.05,2.05000000000001,216.3,0,4668,0,118,0,22756990,BANKBARODA,BANK OF BARODA
293,572.48,2013,580.05,N,C,585.75,500,/Date(1695636966000)/,569.4,567.5,-10.65,582.65,0,4684,0,2013,0,1152480,SONACOMS,SONA BLW PRECISION FRGS L
294,437.03,29113,434.75,N,C,447.05,1,/Date(1695637125000)/,442.6,427.5,7.85000000000002,436,0,4693,0,29113,0,1610831,SHYAMMETL,SHYAM METALICS AND ENGY L
